0+11=17|6+11=17
60-49=17|66-49=17
60-50=1|60-59=1
60-50=4|60-56=4
60-51=15|66-51=15
60-51=18|69-51=18
60-52=14|66-52=14
60-52=17|69-52=17
60-52=7|60-53=7
60-53=13|66-53=13
60-53=8|60-52=8
60-54=12|66-54=12
60-54=15|69-54=15
60-55=11|66-55=11
60-55=14|69-55=14
60-56=1|60-59=1
60-57=12|69-57=12
60-57=9|66-57=9
60-58=11|69-58=11
60-58=8|66-58=8
60-59=4|60-56=4
60-59=7|66-59=7
60-6=51|60-9=51
60-61=8|69-61=8
60-62=4|66-62=4
60-62=7|69-62=7
60-63=3|66-63=3
60-64=2|66-64=2
60-67=2|69-67=2
60-68=1|69-68=1
60-7=59|66-7=59
60-7=62|69-7=62
60-8=61|69-8=61
60-9=54|60-6=54
60-9=57|66-9=57
60+1=70|69+1=70
60+11=77|66+11=77
60+11=80|69+11=80
60+12=78|66+12=78
60+12=81|69+12=81
60+13=79|66+13=79
60+13=82|69+13=82
60+14=80|66+14=80
60+14=83|69+14=83
60+15=81|66+15=81
60+15=84|69+15=84
60+16=82|66+16=82
60+16=85|69+16=85
60+17=83|66+17=83
60+19=85|66+19=85
60+19=88|69+19=88
60+2=68|66+2=68
60+2=71|69+2=71
60+21=87|66+21=87
60+21=90|69+21=90
60+22=88|66+22=88
60+22=91|69+22=91
60+23=89|66+23=89
60+23=92|69+23=92
60+24=90|66+24=90
60+24=93|69+24=93
60+25=91|66+25=91
60+25=94|69+25=94
60+26=92|66+26=92
60+27=93|66+27=93
60+3=69|66+3=69
60+3=72|69+3=72
60+31=100|69+31=100
60+31=97|66+31=97
60+32=101|69+32=101
60+32=98|66+32=98
60+33=102|69+33=102
60+33=99|66+33=99
60+34=100|66+34=100
60+34=103|69+34=103
60+35=101|66+35=101
60+35=104|69+35=104
60+36=102|66+36=102
60+36=105|69+36=105
60+37=103|66+37=103
60+39=105|66+39=105
60+39=108|69+39=108
60+4=70|66+4=70
60+4=73|69+4=73
60+41=107|66+41=107
60+41=110|69+41=110
60+42=108|66+42=108
60+42=111|69+42=111
60+43=109|66+43=109
60+43=112|69+43=112
60+44=110|66+44=110
60+44=113|69+44=113
60+45=111|66+45=111
60+45=114|69+45=114
60+46=112|66+46=112
60+46=115|69+46=115
60+47=113|66+47=113
60+49=115|66+49=115
60+49=118|69+49=118
60+5=71|66+5=71
60+5=74|69+5=74
60+51=117|66+51=117
60+51=120|69+51=120
60+52=118|66+52=118
60+52=121|69+52=121
60+53=119|66+53=119
60+53=122|69+53=122
60+54=120|66+54=120
60+54=123|69+54=123
60+55=121|66+55=121
60+55=124|69+55=124
60+56=122|66+56=122
60+57=123|66+57=123
60+6=72|66+6=72
60+6=75|69+6=75
60+61=127|66+61=127
60+61=130|69+61=130
60+62=128|66+62=128
60+62=131|69+62=131
60+63=129|66+63=129
60+63=132|69+63=132
60+64=130|66+64=130
60+64=133|69+64=133
60+65=131|66+65=131
60+65=134|69+65=134
60+66=132|66+66=132
60+66=135|69+66=135
60+67=133|66+67=133
60+69=135|66+69=135
60+69=138|69+69=138
60+71=137|66+71=137
60+71=140|69+71=140
60+72=138|66+72=138
60+72=141|69+72=141
60+73=139|66+73=139
60+73=142|69+73=142
60+74=140|66+74=140
60+74=143|69+74=143
60+75=141|66+75=141
60+75=144|69+75=144
60+76=142|66+76=142
60+76=145|69+76=145
60+77=143|66+77=143
60+79=145|66+79=145
60+79=148|69+79=148
60+81=147|66+81=147
60+81=150|69+81=150
60+82=148|66+82=148
60+82=151|69+82=151
60+83=149|66+83=149
60+83=152|69+83=152
60+84=150|66+84=150
60+84=153|69+84=153
60+85=151|66+85=151
60+85=154|69+85=154
60+86=152|66+86=152
60+87=153|66+87=153
60+9=75|66+9=75
60+9=78|69+9=78
60+91=157|66+91=157
60+91=160|69+91=160
60+92=158|66+92=158
60+92=161|69+92=161
60+93=159|66+93=159
60+93=162|69+93=162
60+94=160|66+94=160
60+94=163|69+94=163
60+95=161|66+95=161
60+95=164|69+95=164
60+96=162|66+96=162
60+97=163|66+97=163
61-0=52|61-9=52
61-0=55|61-6=55
61-10=42|61-19=42
61-10=45|61-16=45
61-12=48|61-13=48
61-13=46|61-15=46
61-13=49|61-12=49
61-15=48|61-13=48
61-16=42|61-19=42
61-16=51|61-10=51
61-19=51|61-10=51
61-2=58|61-3=58
61-20=32|61-29=32
61-20=35|61-26=35
61-22=38|61-23=38
61-23=36|61-25=36
61-23=39|61-22=39
61-25=38|61-23=38
61-26=32|61-29=32
61-26=41|61-20=41
61-29=41|61-20=41
61-3=56|61-5=56
61-3=59|61-2=59
61-30=22|61-39=22
61-30=25|61-36=25
61-32=28|61-33=28
61-33=26|61-35=26
61-33=29|61-32=29
61-35=28|61-33=28
61-36=22|61-39=22
61-36=31|61-30=31
61-39=31|61-30=31
61-40=12|61-49=12
61-40=15|61-46=15
61-42=18|61-43=18
61-43=16|61-45=16
61-43=19|61-42=19
61-45=18|61-43=18
61-46=12|61-49=12
61-46=21|61-40=21
61-49=21|61-40=21
61-5=58|61-3=58
61-50=2|61-59=2
61-50=5|61-56=5
61-52=8|61-53=8
61-53=6|61-55=6
61-53=9|61-52=9
61-55=8|61-53=8
61-56=11|61-50=11
61-56=2|61-59=2
61-59=11|61-50=11
61-6=52|61-9=52
61-66=1|61-60=1
61-69=1|61-60=1
61+0=70|61+9=70
61+10=77|61+16=77
61+10=80|61+19=80
61+12=74|61+13=74
61+13=73|61+12=73
61+13=76|61+15=76
61+15=74|61+13=74
61+16=71|61+10=71
61+16=80|61+19=80
61+19=71|61+10=71
61+19=77|61+16=77
61+2=64|61+3=64
61+20=87|61+26=87
61+20=90|61+29=90
61+22=84|61+23=84
61+23=83|61+22=83
61+23=86|61+25=86
61+25=84|61+23=84
61+26=81|61+20=81
61+26=90|61+29=90
61+29=81|61+20=81
61+29=87|61+26=87
61+3=63|61+2=63
61+3=66|61+5=66
61+30=100|61+39=100
61+30=97|61+36=97
61+32=94|61+33=94
61+33=93|61+32=93
61+33=96|61+35=96
61+35=94|61+33=94
61+36=100|61+39=100
61+36=91|61+30=91
61+39=91|61+30=91
61+39=97|61+36=97
61+40=107|61+46=107
61+40=110|61+49=110
61+42=104|61+43=104
61+43=103|61+42=103
61+43=106|61+45=106
61+45=104|61+43=104
61+46=101|61+40=101
61+46=110|61+49=110
61+49=101|61+40=101
61+49=107|61+46=107
61+5=64|61+3=64
61+50=117|61+56=117
61+50=120|61+59=120
61+52=114|61+53=114
61+53=113|61+52=113
61+53=116|61+55=116
61+55=114|61+53=114
61+56=111|61+50=111
61+56=120|61+59=120
61+59=111|61+50=111
61+59=117|61+56=117
61+6=70|61+9=70
61+60=127|61+66=127
61+60=130|61+69=130
61+62=124|61+63=124
61+63=123|61+62=123
61+63=126|61+65=126
61+65=124|61+63=124
61+66=121|61+60=121
61+66=130|61+69=130
61+69=121|61+60=121
61+69=127|61+66=127
61+70=137|61+76=137
61+70=140|61+79=140
61+72=134|61+73=134
61+73=133|61+72=133
61+73=136|61+75=136
61+75=134|61+73=134
61+76=131|61+70=131
61+76=140|61+79=140
61+79=131|61+70=131
61+79=137|61+76=137
61+80=147|61+86=147
61+80=150|61+89=150
61+82=144|61+83=144
61+83=143|61+82=143
61+83=146|61+85=146
61+85=144|61+83=144
61+86=141|61+80=141
61+86=150|61+89=150
61+89=141|61+80=141
61+89=147|61+86=147
61+9=67|61+6=67
61+90=157|61+96=157
61+90=160|61+99=160
61+92=154|61+93=154
61+93=153|61+92=153
61+93=156|61+95=156
61+95=154|61+93=154
61+96=151|61+90=151
61+96=160|61+99=160
61+99=151|61+90=151
61+99=157|61+96=157
62-0=53|62-9=53
62-0=56|62-6=56
62-1=62|63-1=62
62-10=43|62-19=43
62-10=46|62-16=46
62-11=52|63-11=52
62-12=49|62-13=49
62-12=51|63-12=51
62-13=47|62-15=47
62-14=49|63-14=49
62-16=43|62-19=43
62-16=47|63-16=47
62-16=52|62-10=52
62-17=46|63-17=46
62-19=44|63-19=44
62-19=46|62-16=46
62-19=52|62-10=52
62-2=59|62-3=59
62-2=61|63-2=61
62-20=33|62-29=33
62-20=36|62-26=36
62-21=42|63-21=42
62-22=39|62-23=39
62-22=41|63-22=41
62-23=37|62-25=37
62-24=39|63-24=39
62-26=33|62-29=33
62-26=37|63-26=37
62-26=42|62-20=42
62-27=36|63-27=36
62-29=34|63-29=34
62-29=36|62-26=36
62-29=42|62-20=42
62-3=57|62-5=57
62-30=23|62-39=23
62-30=26|62-36=26
62-31=32|63-31=32
62-32=29|62-33=29
62-32=31|63-32=31
62-33=27|62-35=27
62-34=29|63-34=29
62-36=23|62-39=23
62-36=27|63-36=27
62-36=32|62-30=32
62-37=26|63-37=26
62-39=24|63-39=24
62-39=26|62-36=26
62-39=32|62-30=32
62-4=59|63-4=59
62-40=13|62-49=13
62-40=16|62-46=16
62-41=22|63-41=22
62-42=19|62-43=19
62-42=21|63-42=21
62-43=17|62-45=17
62-44=19|63-44=19
62-46=13|62-49=13
62-46=17|63-46=17
62-46=22|62-40=22
62-47=16|63-47=16
62-49=14|63-49=14
62-49=16|62-46=16
62-49=22|62-40=22
62-50=3|62-59=3
62-50=6|62-56=6
62-51=12|63-51=12
62-52=11|63-52=11
62-52=9|62-53=9
62-53=7|62-55=7
62-54=9|63-54=9
62-56=12|62-50=12
62-56=3|62-59=3
62-56=7|63-56=7
62-57=6|63-57=6
62-59=12|62-50=12
62-59=4|63-59=4
62-59=6|62-56=6
62-6=53|62-9=53
62-6=57|63-6=57
62-61=2|63-61=2
62-62=1|63-62=1
62-66=2|62-60=2
62-69=2|62-60=2
62-7=56|63-7=56
62-9=54|63-9=54
62-9=56|62-6=56
62+0=68|62+6=68
62+0=71|62+9=71
62+1=64|63+1=64
62+10=78|62+16=78
62+10=81|62+19=81
62+11=74|63+11=74
62+13=74|62+12=74
62+13=76|63+13=76
62+13=77|62+15=77
62+14=77|63+14=77
62+15=75|62+13=75
62+15=78|63+15=78
62+16=72|62+10=72
62+16=79|63+16=79
62+16=81|62+19=81
62+17=80|63+17=80
62+18=81|63+18=81
62+19=72|62+10=72
62+19=78|62+16=78
62+19=82|63+19=82
62+20=88|62+26=88
62+20=91|62+29=91
62+21=84|63+21=84
62+23=84|62+22=84
62+23=86|63+23=86
62+23=87|62+25=87
62+24=87|63+24=87
62+25=85|62+23=85
62+25=88|63+25=88
62+26=82|62+20=82
62+26=89|63+26=89
62+26=91|62+29=91
62+27=90|63+27=90
62+28=91|63+28=91
62+29=82|62+20=82
62+29=88|62+26=88
62+29=92|63+29=92
62+3=64|62+2=64
62+3=66|63+3=66
62+3=67|62+5=67
62+30=101|62+39=101
62+30=98|62+36=98
62+31=94|63+31=94
62+33=94|62+32=94
62+33=96|63+33=96
62+33=97|62+35=97
62+34=97|63+34=97
62+35=95|62+33=95
62+35=98|63+35=98
62+36=101|62+39=101
62+36=92|62+30=92
62+36=99|63+36=99
62+37=100|63+37=100
62+38=101|63+38=101
62+39=102|63+39=102
62+39=92|62+30=92
62+39=98|62+36=98
62+4=67|63+4=67
62+40=108|62+46=108
62+40=111|62+49=111
62+41=104|63+41=104
62+43=104|62+42=104
62+43=106|63+43=106
62+43=107|62+45=107
62+44=107|63+44=107
62+45=105|62+43=105
62+45=108|63+45=108
62+46=102|62+40=102
62+46=109|63+46=109
62+46=111|62+49=111
62+47=110|63+47=110
62+48=111|63+48=111
62+49=102|62+40=102
62+49=108|62+46=108
62+49=112|63+49=112
62+5=65|62+3=65
62+5=68|63+5=68
62+50=118|62+56=118
62+50=121|62+59=121
62+51=114|63+51=114
62+53=114|62+52=114
62+53=116|63+53=116
62+53=117|62+55=117
62+54=117|63+54=117
62+55=115|62+53=115
62+55=118|63+55=118
62+56=112|62+50=112
62+56=119|63+56=119
62+56=121|62+59=121
62+57=120|63+57=120
62+58=121|63+58=121
62+59=112|62+50=112
62+59=118|62+56=118
62+59=122|63+59=122
62+6=69|63+6=69
62+6=71|62+9=71
62+60=128|62+66=128
62+60=131|62+69=131
62+61=124|63+61=124
62+63=124|62+62=124
62+63=126|63+63=126
62+63=127|62+65=127
62+64=127|63+64=127
62+65=125|62+63=125
62+65=128|63+65=128
62+66=122|62+60=122
62+66=129|63+66=129
62+66=131|62+69=131
62+67=130|63+67=130
62+68=131|63+68=131
62+69=122|62+60=122
62+69=128|62+66=128
62+69=132|63+69=132
62+7=70|63+7=70
62+70=138|62+76=138
62+70=141|62+79=141
62+71=134|63+71=134
62+73=134|62+72=134
62+73=136|63+73=136
62+73=137|62+75=137
62+74=137|63+74=137
62+75=135|62+73=135
62+75=138|63+75=138
62+76=132|62+70=132
62+76=139|63+76=139
62+76=141|62+79=141
62+77=140|63+77=140
62+78=141|63+78=141
62+79=132|62+70=132
62+79=138|62+76=138
62+79=142|63+79=142
62+8=71|63+8=71
62+80=148|62+86=148
62+80=151|62+89=151
62+81=144|63+81=144
62+83=144|62+82=144
62+83=146|63+83=146
62+83=147|62+85=147
62+84=147|63+84=147
62+85=145|62+83=145
62+85=148|63+85=148
62+86=142|62+80=142
62+86=149|63+86=149
62+86=151|62+89=151
62+87=150|63+87=150
62+88=151|63+88=151
62+89=142|62+80=142
62+89=148|62+86=148
62+89=152|63+89=152
62+9=68|62+6=68
62+9=72|63+9=72
62+90=158|62+96=158
62+90=161|62+99=161
62+91=154|63+91=154
62+93=154|62+92=154
62+93=156|63+93=156
62+93=157|62+95=157
62+94=157|63+94=157
62+95=155|62+93=155
62+95=158|63+95=158
62+96=152|62+90=152
62+96=159|63+96=159
62+96=161|62+99=161
62+97=160|63+97=160
62+98=161|63+98=161
62+99=152|62+90=152
62+99=158|62+96=158
62+99=162|63+99=162
63-0=54|63-9=54
63-0=57|63-6=57
63-1=61|62-1=61
63-1=64|65-1=64
63-10=44|63-19=44
63-10=47|63-16=47
63-11=51|62-11=51
63-11=54|65-11=54
63-12=53|65-12=53
63-13=48|63-15=48
63-13=49|62-13=49
63-13=51|63-12=51
63-13=52|65-13=52
63-14=48|62-14=48
63-14=51|65-14=51
63-15=47|62-15=47
63-16=44|63-19=44
63-16=53|63-10=53
63-17=45|62-17=45
63-17=48|65-17=48
63-18=44|62-18=44
63-18=47|65-18=47
63-19=43|62-19=43
63-19=47|63-16=47
63-19=53|63-10=53
63-2=63|65-2=63
63-20=34|63-29=34
63-20=37|63-26=37
63-21=41|62-21=41
63-21=44|65-21=44
63-22=43|65-22=43
63-23=38|63-25=38
63-23=39|62-23=39
63-23=41|63-22=41
63-23=42|65-23=42
63-24=38|62-24=38
63-24=41|65-24=41
63-25=37|62-25=37
63-26=34|63-29=34
63-26=43|63-20=43
63-27=35|62-27=35
63-27=38|65-27=38
63-28=34|62-28=34
63-28=37|65-28=37
63-29=33|62-29=33
63-29=37|63-26=37
63-29=43|63-20=43
63-3=59|62-3=59
63-3=61|63-2=61
63-3=62|65-3=62
63-30=24|63-39=24
63-30=27|63-36=27
63-31=31|62-31=31
63-31=34|65-31=34
63-32=33|65-32=33
63-33=28|63-35=28
63-33=29|62-33=29
63-33=31|63-32=31
63-33=32|65-33=32
63-34=28|62-34=28
63-34=31|65-34=31
63-35=27|62-35=27
63-36=24|63-39=24
63-36=33|63-30=33
63-37=25|62-37=25
63-37=28|65-37=28
63-38=24|62-38=24
63-38=27|65-38=27
63-39=23|62-39=23
63-39=27|63-36=27
63-39=33|63-30=33
63-4=58|62-4=58
63-4=61|65-4=61
63-40=14|63-49=14
63-40=17|63-46=17
63-41=21|62-41=21
63-41=24|65-41=24
63-42=23|65-42=23
63-43=18|63-45=18
63-43=19|62-43=19
63-43=21|63-42=21
63-43=22|65-43=22
63-44=18|62-44=18
63-44=21|65-44=21
63-45=17|62-45=17
63-46=14|63-49=14
63-46=23|63-40=23
63-47=15|62-47=15
63-47=18|65-47=18
63-48=14|62-48=14
63-48=17|65-48=17
63-49=13|62-49=13
63-49=17|63-46=17
63-49=23|63-40=23
63-5=57|62-5=57
63-50=4|63-59=4
63-50=7|63-56=7
63-51=11|62-51=11
63-51=14|65-51=14
63-52=13|65-52=13
63-53=11|63-52=11
63-53=12|65-53=12
63-53=9|62-53=9
63-54=11|65-54=11
63-54=8|62-54=8
63-55=7|62-55=7
63-56=13|63-50=13
63-56=4|63-59=4
63-57=5|62-57=5
63-57=8|65-57=8
63-58=4|62-58=4
63-58=7|65-58=7
63-59=13|63-50=13
63-59=3|62-59=3
63-59=7|63-56=7
63-6=54|63-9=54
63-61=1|62-61=1
63-61=4|65-61=4
63-62=3|65-62=3
63-63=1|63-62=1
63-63=2|65-63=2
63-64=1|65-64=1
63-66=3|63-60=3
63-69=3|63-60=3
63-7=55|62-7=55
63-7=58|65-7=58
63-8=54|62-8=54
63-8=57|65-8=57
63-9=53|62-9=53
63-9=57|63-6=57
63+0=72|63+9=72
63+1=63|62+1=63
63+1=66|65+1=66
63+10=79|63+16=79
63+10=82|63+19=82
63+11=73|62+11=73
63+11=76|65+11=76
63+12=74|62+12=74
63+12=76|63+13=76
63+12=77|65+12=77
63+14=76|62+14=76
63+14=79|65+14=79
63+15=76|63+13=76
63+15=77|62+15=77
63+15=80|65+15=80
63+16=73|63+10=73
63+16=78|62+16=78
63+16=81|65+16=81
63+16=82|63+19=82
63+17=79|62+17=79
63+17=82|65+17=82
63+18=80|62+18=80
63+18=83|65+18=83
63+19=73|63+10=73
63+19=81|62+19=81
63+2=64|62+2=64
63+2=66|63+3=66
63+20=89|63+26=89
63+20=92|63+29=92
63+21=83|62+21=83
63+21=86|65+21=86
63+22=84|62+22=84
63+22=86|63+23=86
63+22=87|65+22=87
63+24=86|62+24=86
63+24=89|65+24=89
63+25=86|63+23=86
63+25=87|62+25=87
63+25=90|65+25=90
63+26=83|63+20=83
63+26=88|62+26=88
63+26=91|65+26=91
63+26=92|63+29=92
63+27=89|62+27=89
63+27=92|65+27=92
63+28=90|62+28=90
63+29=83|63+20=83
63+29=91|62+29=91
63+30=102|63+39=102
63+30=99|63+36=99
63+31=93|62+31=93
63+31=96|65+31=96
63+32=94|62+32=94
63+32=96|63+33=96
63+32=97|65+32=97
63+34=96|62+34=96
63+34=99|65+34=99
63+35=100|65+35=100
63+35=96|63+33=96
63+35=97|62+35=97
63+36=101|65+36=101
63+36=102|63+39=102
63+36=93|63+30=93
63+36=98|62+36=98
63+37=102|65+37=102
63+37=99|62+37=99
63+38=100|62+38=100
63+38=103|65+38=103
63+39=101|62+39=101
63+39=93|63+30=93
63+4=66|62+4=66
63+4=69|65+4=69
63+40=109|63+46=109
63+40=112|63+49=112
63+41=103|62+41=103
63+41=106|65+41=106
63+42=104|62+42=104
63+42=106|63+43=106
63+42=107|65+42=107
63+44=106|62+44=106
63+44=109|65+44=109
63+45=106|63+43=106
63+45=107|62+45=107
63+45=110|65+45=110
63+46=103|63+40=103
63+46=108|62+46=108
63+46=111|65+46=111
63+46=112|63+49=112
63+47=109|62+47=109
63+47=112|65+47=112
63+48=110|62+48=110
63+48=113|65+48=113
63+49=103|63+40=103
63+49=111|62+49=111
63+5=66|63+3=66
63+5=67|62+5=67
63+5=70|65+5=70
63+50=119|63+56=119
63+50=122|63+59=122
63+51=113|62+51=113
63+51=116|65+51=116
63+52=114|62+52=114
63+52=116|63+53=116
63+52=117|65+52=117
63+54=116|62+54=116
63+54=119|65+54=119
63+55=116|63+53=116
63+55=117|62+55=117
63+55=120|65+55=120
63+56=113|63+50=113
63+56=118|62+56=118
63+56=121|65+56=121
63+56=122|63+59=122
63+57=119|62+57=119
63+57=122|65+57=122
63+58=120|62+58=120
63+59=113|63+50=113
63+59=121|62+59=121
63+6=68|62+6=68
63+6=71|65+6=71
63+6=72|63+9=72
63+60=129|63+66=129
63+60=132|63+69=132
63+61=123|62+61=123
63+61=126|65+61=126
63+62=124|62+62=124
63+62=126|63+63=126
63+62=127|65+62=127
63+64=126|62+64=126
63+64=129|65+64=129
63+65=126|63+63=126
63+65=127|62+65=127
63+65=130|65+65=130
63+66=123|63+60=123
63+66=128|62+66=128
63+66=131|65+66=131
63+66=132|63+69=132
63+67=129|62+67=129
63+67=132|65+67=132
63+68=130|62+68=130
63+68=133|65+68=133
63+69=123|63+60=123
63+69=131|62+69=131
63+7=69|62+7=69
63+7=72|65+7=72
63+70=139|63+76=139
63+70=142|63+79=142
63+71=133|62+71=133
63+71=136|65+71=136
63+72=134|62+72=134
63+72=136|63+73=136
63+72=137|65+72=137
63+74=136|62+74=136
63+74=139|65+74=139
63+75=136|63+73=136
63+75=137|62+75=137
63+75=140|65+75=140
63+76=133|63+70=133
63+76=138|62+76=138
63+76=141|65+76=141
63+76=142|63+79=142
63+77=139|62+77=139
63+77=142|65+77=142
63+78=140|62+78=140
63+78=143|65+78=143
63+79=133|63+70=133
63+79=141|62+79=141
63+8=70|62+8=70
63+8=73|65+8=73
63+80=149|63+86=149
63+80=152|63+89=152
63+81=143|62+81=143
63+81=146|65+81=146
63+82=144|62+82=144
63+82=146|63+83=146
63+82=147|65+82=147
63+84=146|62+84=146
63+84=149|65+84=149
63+85=146|63+83=146
63+85=147|62+85=147
63+86=143|63+80=143
63+86=148|62+86=148
63+86=151|65+86=151
63+86=152|63+89=152
63+87=149|62+87=149
63+87=152|65+87=152
63+88=150|62+88=150
63+88=153|65+88=153
63+89=143|63+80=143
63+89=151|62+89=151
63+9=71|62+9=71
63+90=159|63+96=159
63+90=162|63+99=162
63+91=153|62+91=153
63+91=156|65+91=156
63+92=154|62+92=154
63+92=156|63+93=156
63+92=157|65+92=157
63+94=156|62+94=156
63+94=159|65+94=159
63+95=156|63+93=156
63+95=157|62+95=157
63+96=153|63+90=153
63+96=158|62+96=158
63+96=161|65+96=161
63+96=162|63+99=162
63+97=159|62+97=159
63+97=162|65+97=162
63+98=160|62+98=160
63+98=163|65+98=163
63+99=153|63+90=153
63+99=161|62+99=161
64-0=55|64-9=55
64-10=45|64-19=45
64-12=51|64-13=51
64-13=52|64-12=52
64-15=51|64-13=51
64-16=54|64-10=54
64-19=54|64-10=54
64-2=61|64-3=61
64-20=35|64-29=35
64-22=41|64-23=41
64-23=42|64-22=42
64-25=41|64-23=41
64-26=44|64-20=44
64-29=44|64-20=44
64-3=62|64-2=62
64-30=25|64-39=25
64-32=31|64-33=31
64-33=32|64-32=32
64-35=31|64-33=31
64-36=34|64-30=34
64-39=34|64-30=34
64-40=15|64-49=15
64-42=21|64-43=21
64-43=22|64-42=22
64-45=21|64-43=21
64-46=24|64-40=24
64-49=24|64-40=24
64-5=61|64-3=61
64-50=5|64-59=5
64-52=11|64-53=11
64-53=12|64-52=12
64-55=11|64-53=11
64-56=14|64-50=14
64-59=14|64-50=14
64-62=1|64-63=1
64-63=2|64-62=2
64-65=1|64-63=1
64-66=4|64-60=4
64-69=4|64-60=4
64+0=70|64+6=70
64+0=73|64+9=73
64+10=80|64+16=80
64+10=83|64+19=83
64+12=77|64+13=77
64+13=76|64+12=76
64+13=79|64+15=79
64+15=77|64+13=77
64+16=74|64+10=74
64+16=83|64+19=83
64+19=74|64+10=74
64+19=80|64+16=80
64+2=67|64+3=67
64+20=90|64+26=90
64+20=93|64+29=93
64+22=87|64+23=87
64+23=86|64+22=86
64+23=89|64+25=89
64+25=87|64+23=87
64+26=84|64+20=84
64+26=93|64+29=93
64+29=84|64+20=84
64+29=90|64+26=90
64+3=66|64+2=66
64+3=69|64+5=69
64+30=100|64+36=100
64+30=103|64+39=103
64+32=97|64+33=97
64+33=96|64+32=96
64+33=99|64+35=99
64+35=97|64+33=97
64+36=103|64+39=103
64+36=94|64+30=94
64+39=100|64+36=100
64+39=94|64+30=94
64+40=110|64+46=110
64+40=113|64+49=113
64+42=107|64+43=107
64+43=106|64+42=106
64+43=109|64+45=109
64+45=107|64+43=107
64+46=104|64+40=104
64+46=113|64+49=113
64+49=104|64+40=104
64+49=110|64+46=110
64+5=67|64+3=67
64+50=120|64+56=120
64+50=123|64+59=123
64+52=117|64+53=117
64+53=116|64+52=116
64+53=119|64+55=119
64+55=117|64+53=117
64+56=114|64+50=114
64+56=123|64+59=123
64+59=114|64+50=114
64+59=120|64+56=120
64+6=73|64+9=73
64+60=130|64+66=130
64+60=133|64+69=133
64+62=127|64+63=127
64+63=126|64+62=126
64+63=129|64+65=129
64+65=127|64+63=127
64+66=124|64+60=124
64+66=133|64+69=133
64+69=124|64+60=124
64+69=130|64+66=130
64+70=140|64+76=140
64+70=143|64+79=143
64+72=137|64+73=137
64+73=136|64+72=136
64+73=139|64+75=139
64+75=137|64+73=137
64+76=134|64+70=134
64+76=143|64+79=143
64+79=134|64+70=134
64+79=140|64+76=140
64+80=150|64+86=150
64+80=153|64+89=153
64+82=147|64+83=147
64+83=146|64+82=146
64+83=149|64+85=149
64+85=147|64+83=147
64+86=144|64+80=144
64+86=153|64+89=153
64+89=144|64+80=144
64+89=150|64+86=150
64+9=70|64+6=70
64+90=160|64+96=160
64+90=163|64+99=163
64+92=157|64+93=157
64+93=156|64+92=156
64+93=159|64+95=159
64+95=157|64+93=157
64+96=154|64+90=154
64+96=163|64+99=163
64+99=154|64+90=154
64+99=160|64+96=160
65-1=62|63-1=62
65-11=52|63-11=52
65-12=51|63-12=51
65-14=49|63-14=49
65-15=52|65-13=52
65-16=47|63-16=47
65-16=55|65-10=55
65-17=46|63-17=46
65-19=44|63-19=44
65-19=55|65-10=55
65-2=61|63-2=61
65-21=42|63-21=42
65-22=41|63-22=41
65-24=39|63-24=39
65-25=42|65-23=42
65-26=37|63-26=37
65-26=45|65-20=45
65-27=36|63-27=36
65-29=34|63-29=34
65-29=45|65-20=45
65-31=32|63-31=32
65-32=31|63-32=31
65-34=29|63-34=29
65-35=32|65-33=32
65-36=27|63-36=27
65-36=35|65-30=35
65-37=26|63-37=26
65-39=24|63-39=24
65-39=35|65-30=35
65-41=22|63-41=22
65-42=21|63-42=21
65-44=19|63-44=19
65-45=22|65-43=22
65-46=17|63-46=17
65-46=25|65-40=25
65-47=16|63-47=16
65-49=14|63-49=14
65-49=25|65-40=25
65-5=62|65-3=62
65-51=12|63-51=12
65-52=11|63-52=11
65-54=9|63-54=9
65-55=12|65-53=12
65-56=15|65-50=15
65-56=7|63-56=7
65-57=6|63-57=6
65-59=15|65-50=15
65-59=4|63-59=4
65-6=57|63-6=57
65-61=2|63-61=2
65-62=1|63-62=1
65-65=2|65-63=2
65-7=56|63-7=56
65-9=54|63-9=54
65+0=71|65+6=71
65+0=74|65+9=74
65+1=64|63+1=64
65+10=81|65+16=81
65+10=84|65+19=84
65+12=75|63+12=75
65+12=78|65+13=78
65+13=76|63+13=76
65+13=77|65+12=77
65+13=80|65+15=80
65+14=77|63+14=77
65+16=79|63+16=79
65+18=81|63+18=81
65+2=65|63+2=65
65+2=68|65+3=68
65+20=91|65+26=91
65+20=94|65+29=94
65+21=84|63+21=84
65+22=85|63+22=85
65+22=88|65+23=88
65+23=86|63+23=86
65+23=87|65+22=87
65+23=90|65+25=90
65+24=87|63+24=87
65+26=89|63+26=89
65+28=91|63+28=91
65+3=67|65+2=67
65+3=70|65+5=70
65+30=101|65+36=101
65+30=104|65+39=104
65+31=94|63+31=94
65+32=95|63+32=95
65+32=98|65+33=98
65+33=100|65+35=100
65+33=96|63+33=96
65+33=97|65+32=97
65+34=97|63+34=97
65+36=99|63+36=99
65+38=101|63+38=101
65+4=67|63+4=67
65+40=111|65+46=111
65+40=114|65+49=114
65+41=104|63+41=104
65+42=105|63+42=105
65+42=108|65+43=108
65+43=106|63+43=106
65+43=107|65+42=107
65+43=110|65+45=110
65+44=107|63+44=107
65+46=109|63+46=109
65+48=111|63+48=111
65+50=121|65+56=121
65+50=124|65+59=124
65+51=114|63+51=114
65+52=115|63+52=115
65+52=118|65+53=118
65+53=116|63+53=116
