0-7=7|8-1=7
50+66=123|58+65=123
50+67=119|58+61=119
50+69=121|58+63=121
50+7=59|58+1=59
50+76=133|58+75=133
50+77=129|58+71=129
50+79=131|58+73=131
50+86=143|58+85=143
50+87=139|58+81=139
50+89=141|58+83=141
50+9=61|58+3=61
50+96=153|58+95=153
50+97=149|58+91=149
50+99=151|58+93=151
51-16=42|57-15=42
51-17=46|57-11=46
51-18=41|57-16=41
51-18=47|57-10=47
51-19=42|57-15=42
51-19=44|57-13=44
51-26=32|57-25=32
51-27=36|57-21=36
51-28=31|57-26=31
51-28=37|57-20=37
51-29=34|57-23=34
51-36=22|57-35=22
51-37=26|57-31=26
51-38=21|57-36=21
51-38=27|57-30=27
51-39=24|57-33=24
51-46=12|57-45=12
51-47=16|57-41=16
51-48=11|57-46=11
51-48=17|57-40=17
51-49=12|57-45=12
51-49=14|57-43=14
51-56=2|57-55=2
51-57=6|57-51=6
51-58=1|57-56=1
51-58=7|57-50=7
51-59=2|57-55=2
51-59=4|57-53=4
51-6=52|57-5=52
51-7=56|57-1=56
51-9=52|57-5=52
51+16=72|57+15=72
51+18=67|57+10=67
51+26=82|57+25=82
51+28=77|57+20=77
51+28=83|57+26=83
51+29=82|57+25=82
51+36=92|57+35=92
51+38=87|57+30=87
51+38=93|57+36=93
51+39=92|57+35=92
51+46=102|57+45=102
51+48=103|57+46=103
51+48=97|57+40=97
51+49=102|57+45=102
51+56=112|57+55=112
51+58=107|57+50=107
51+58=113|57+56=113
51+59=112|57+55=112
51+6=62|57+5=62
51+66=122|57+65=122
51+68=117|57+60=117
51+68=123|57+66=123
51+69=122|57+65=122
51+76=132|57+75=132
51+78=127|57+70=127
51+78=133|57+76=133
51+79=132|57+75=132
51+86=142|57+85=142
51+88=137|57+80=137
51+89=142|57+85=142
51+9=62|57+5=62
51+96=152|57+95=152
51+98=147|57+90=147
51+98=153|57+96=153
51+99=152|57+95=152
53-16=44|59-15=44
53-18=40|59-19=40
53-18=43|59-16=43
53-19=44|59-15=44
53-19=46|59-13=46
53-26=34|59-25=34
53-28=30|59-29=30
53-28=33|59-26=33
53-29=36|59-23=36
53-36=24|59-35=24
53-38=20|59-39=20
53-38=23|59-36=23
53-39=26|59-33=26
53-46=14|59-45=14
53-48=10|59-49=10
53-48=13|59-46=13
53-49=14|59-45=14
53-49=16|59-43=16
53-56=4|59-55=4
53-58=3|59-56=3
53-59=4|59-55=4
53-59=6|59-53=6
53-6=54|59-5=54
53-8=50|59-9=50
53-9=54|59-5=54
53+16=74|59+15=74
53+18=69|59+10=69
53+18=78|59+19=78
53+26=84|59+25=84
53+28=79|59+20=79
53+28=85|59+26=85
53+28=88|59+29=88
53+36=94|59+35=94
53+38=89|59+30=89
53+38=95|59+36=95
53+38=98|59+39=98
53+46=104|59+45=104
53+48=105|59+46=105
53+48=108|59+49=108
53+48=99|59+40=99
53+56=114|59+55=114
53+58=109|59+50=109
53+58=115|59+56=115
53+58=118|59+59=118
53+6=64|59+5=64
53+66=124|59+65=124
53+68=119|59+60=119
53+68=125|59+66=125
53+68=128|59+69=128
53+76=134|59+75=134
53+78=129|59+70=129
53+78=135|59+76=135
53+78=138|59+79=138
53+8=65|59+6=65
53+8=68|59+9=68
53+86=144|59+85=144
53+88=139|59+80=139
53+88=145|59+86=145
53+88=148|59+89=148
53+96=154|59+95=154
53+98=149|59+90=149
53+98=155|59+96=155
53+98=158|59+99=158
55-16=41|56-15=41
55-16=44|59-15=44
55-17=45|56-11=45
55-17=48|59-11=48
55-18=43|59-16=43
55-19=41|56-15=41
55-19=43|56-13=43
55-19=44|59-15=44
55-19=46|59-13=46
55-26=31|56-25=31
55-26=34|59-25=34
55-27=35|56-21=35
55-28=33|59-26=33
55-29=31|56-25=31
55-29=33|56-23=33
55-29=34|59-25=34
55-36=21|56-35=21
55-36=24|59-35=24
55-37=25|56-31=25
55-38=23|59-36=23
55-39=21|56-35=21
55-39=23|56-33=23
55-39=24|59-35=24
55-46=11|56-45=11
55-46=14|59-45=14
55-47=15|56-41=15
55-47=18|59-41=18
55-48=13|59-46=13
55-49=11|56-45=11
55-49=13|56-43=13
55-49=14|59-45=14
55-49=16|59-43=16
55-56=1|56-55=1
55-56=4|59-55=4
55-57=5|56-51=5
55-57=8|59-51=8
55-58=3|59-56=3
55-59=1|56-55=1
55-59=3|56-53=3
55-59=4|59-55=4
55-59=6|59-53=6
55-6=51|56-5=51
55-6=54|59-5=54
55-7=55|56-1=55
55-7=58|59-1=58
55-8=53|59-6=53
55-9=51|56-5=51
55-9=53|56-3=53
55-9=54|59-5=54
55-9=56|59-3=56
55+17=67|56+11=67
55+18=66|56+10=66
55+18=69|59+10=69
55+18=78|59+19=78
55+27=77|56+21=77
55+28=76|56+20=76
55+28=79|59+20=79
55+28=88|59+29=88
55+37=87|56+31=87
55+38=86|56+30=86
55+38=89|59+30=89
55+38=98|59+39=98
55+47=97|56+41=97
55+48=108|59+49=108
55+48=96|56+40=96
55+48=99|59+40=99
55+57=107|56+51=107
55+58=106|56+50=106
55+58=109|59+50=109
55+58=118|59+59=118
55+67=117|56+61=117
55+68=116|56+60=116
55+68=119|59+60=119
55+68=128|59+69=128
55+7=57|56+1=57
55+77=127|56+71=127
55+78=126|56+70=126
55+78=129|59+70=129
55+78=138|59+79=138
55+8=68|59+9=68
55+87=137|56+81=137
55+88=136|56+80=136
55+88=139|59+80=139
55+88=148|59+89=148
55+97=147|56+91=147
55+98=146|56+90=146
55+98=158|59+99=158
56-13=36|55-19=36
56-15=36|55-19=36
56-15=39|55-16=39
56-18=39|58-19=39
56-18=42|58-16=42
56-19=43|58-15=43
56-19=45|58-13=45
56-23=26|55-29=26
56-25=26|55-29=26
56-25=29|55-26=29
56-28=29|58-29=29
56-28=32|58-26=32
56-29=33|58-25=33
56-29=35|58-23=35
56-3=46|55-9=46
56-33=16|55-39=16
56-35=16|55-39=16
56-35=19|55-36=19
56-38=19|58-39=19
56-38=22|58-36=22
56-39=23|58-35=23
56-39=25|58-33=25
56-43=6|55-49=6
56-45=6|55-49=6
56-45=9|55-46=9
56-48=12|58-46=12
56-48=9|58-49=9
56-49=13|58-45=13
56-49=15|58-43=15
56-5=46|55-9=46
56-5=49|55-6=49
56-58=2|58-56=2
56-59=3|58-55=3
56-59=5|58-53=5
56-8=49|58-9=49
56-8=52|58-6=52
56-9=53|58-5=53
56-9=55|58-3=55
56+0=63|55+8=63
56+1=62|55+7=62
56+10=73|55+18=73
56+11=72|55+17=72
56+13=74|55+19=74
56+17=69|58+11=69
56+19=71|58+13=71
56+20=83|55+28=83
56+21=82|55+27=82
56+23=84|55+29=84
56+27=79|58+21=79
56+29=81|58+23=81
56+3=64|55+9=64
56+30=93|55+38=93
56+31=92|55+37=92
56+33=94|55+39=94
56+37=89|58+31=89
56+39=91|58+33=91
56+40=103|55+48=103
56+41=102|55+47=102
56+43=104|55+49=104
56+47=99|58+41=99
56+49=101|58+43=101
56+50=113|55+58=113
56+51=112|55+57=112
56+53=114|55+59=114
56+57=109|58+51=109
56+59=111|58+53=111
56+60=123|55+68=123
56+61=122|55+67=122
56+63=124|55+69=124
56+67=119|58+61=119
56+69=121|58+63=121
56+70=133|55+78=133
56+71=132|55+77=132
56+73=134|55+79=134
56+77=129|58+71=129
56+79=131|58+73=131
56+80=143|55+88=143
56+81=142|55+87=142
56+83=144|55+89=144
56+87=139|58+81=139
56+89=141|58+83=141
56+9=61|58+3=61
56+90=153|55+98=153
56+91=152|55+97=152
56+93=154|55+99=154
56+99=151|58+93=151
57-0=43|51-8=43
57-1=44|51-7=44
57-10=33|51-18=33
57-11=34|51-17=34
57-13=32|51-19=32
57-15=32|51-19=32
57-16=33|51-18=33
57-19=33|51-18=33
57-20=23|51-28=23
57-21=24|51-27=24
57-23=22|51-29=22
57-26=23|51-28=23
57-29=23|51-28=23
57-3=42|51-9=42
57-30=13|51-38=13
57-31=14|51-37=14
57-33=12|51-39=12
57-35=12|51-39=12
57-36=13|51-38=13
57-39=13|51-38=13
57-40=3|51-48=3
57-41=4|51-47=4
57-43=2|51-49=2
57-45=2|51-49=2
57-46=3|51-48=3
57-49=3|51-48=3
57-5=42|51-9=42
57-6=43|51-8=43
57-9=43|51-8=43
57+0=59|51+8=59
57+10=69|51+18=69
57+15=67|51+16=67
57+16=69|51+18=69
57+19=69|51+18=69
57+20=79|51+28=79
57+25=77|51+26=77
57+26=79|51+28=79
57+29=79|51+28=79
57+30=89|51+38=89
57+35=87|51+36=87
57+36=89|51+38=89
57+39=89|51+38=89
57+40=99|51+48=99
57+45=97|51+46=97
57+46=99|51+48=99
57+49=99|51+48=99
57+5=57|51+6=57
57+50=109|51+58=109
57+55=107|51+56=107
57+56=109|51+58=109
57+59=109|51+58=109
57+60=119|51+68=119
57+65=117|51+66=117
57+66=119|51+68=119
57+69=119|51+68=119
57+70=129|51+78=129
57+75=127|51+76=127
57+76=129|51+78=129
57+79=129|51+78=129
57+80=139|51+88=139
57+85=137|51+86=137
57+86=139|51+88=139
57+89=139|51+88=139
57+9=59|51+8=59
57+90=149|51+98=149
57+95=147|51+96=147
57+99=149|51+98=149
58-0=42|50-8=42
58-0=48|56-8=48
58-0=51|59-8=51
58-1=49|56-7=49
58-1=52|59-7=52
58-10=32|50-18=32
58-10=38|56-18=38
58-10=41|59-18=41
58-11=39|56-17=39
58-11=42|59-17=42
58-13=37|56-19=37
58-13=40|59-19=40
58-15=31|50-19=31
58-15=34|50-16=34
58-15=37|56-19=37
58-16=32|50-18=32
58-16=38|56-18=38
58-16=41|59-18=41
58-19=32|50-18=32
58-19=38|56-18=38
58-20=22|50-28=22
58-20=31|59-28=31
58-21=29|56-27=29
58-21=32|59-27=32
58-23=27|56-29=27
58-23=30|59-29=30
58-25=21|50-29=21
58-25=24|50-26=24
58-25=27|56-29=27
58-26=28|56-28=28
58-26=31|59-28=31
58-29=22|50-28=22
58-29=28|56-28=28
58-3=47|56-9=47
58-3=50|59-9=50
58-30=12|50-38=12
58-30=18|56-38=18
58-30=21|59-38=21
58-31=19|56-37=19
58-31=22|59-37=22
58-33=17|56-39=17
58-33=20|59-39=20
58-35=11|50-39=11
58-35=14|50-36=14
58-35=17|56-39=17
58-36=12|50-38=12
58-36=18|56-38=18
58-36=21|59-38=21
58-39=12|50-38=12
58-39=18|56-38=18
58-40=11|59-48=11
58-40=2|50-48=2
58-40=8|56-48=8
58-41=12|59-47=12
58-41=9|56-47=9
58-43=10|59-49=10
58-43=7|56-49=7
58-45=1|50-49=1
58-45=4|50-46=4
58-45=7|56-49=7
58-46=11|59-48=11
58-46=2|50-48=2
58-46=8|56-48=8
58-49=2|50-48=2
58-49=8|56-48=8
58-5=41|50-9=41
58-5=44|50-6=44
58-5=47|56-9=47
58-50=1|59-58=1
58-51=2|59-57=2
58-56=1|59-58=1
58-6=42|50-8=42
58-6=48|56-8=48
58-6=51|59-8=51
58-9=42|50-8=42
58-9=48|56-8=48
58+1=57|50+7=57
58+11=67|50+17=67
58+11=73|56+17=73
58+13=69|50+19=69
58+13=75|56+19=75
58+13=78|59+19=78
58+15=66|50+16=66
58+15=69|50+19=69
58+15=78|59+19=78
58+21=83|56+27=83
58+23=79|50+29=79
58+23=85|56+29=85
58+23=88|59+29=88
58+25=76|50+26=76
58+25=79|50+29=79
58+25=88|59+29=88
58+3=59|50+9=59
58+3=68|59+9=68
58+31=87|50+37=87
58+31=93|56+37=93
58+33=89|50+39=89
58+33=95|56+39=95
58+33=98|59+39=98
58+35=86|50+36=86
58+35=89|50+39=89
58+35=98|59+39=98
58+41=103|56+47=103
58+41=97|50+47=97
58+43=105|56+49=105
58+43=108|59+49=108
58+43=99|50+49=99
58+45=108|59+49=108
58+45=96|50+46=96
58+45=99|50+49=99
58+5=56|50+6=56
58+5=68|59+9=68
58+51=107|50+57=107
58+51=113|56+57=113
58+53=109|50+59=109
58+53=115|56+59=115
58+53=118|59+59=118
58+55=106|50+56=106
58+55=109|50+59=109
58+55=118|59+59=118
58+61=117|50+67=117
58+61=123|56+67=123
58+63=119|50+69=119
58+63=125|56+69=125
58+63=128|59+69=128
58+65=116|50+66=116
58+65=119|50+69=119
58+65=128|59+69=128
58+71=127|50+77=127
58+71=133|56+77=133
58+73=129|50+79=129
58+73=135|56+79=135
58+73=138|59+79=138
58+75=126|50+76=126
58+75=129|50+79=129
58+75=138|59+79=138
58+81=137|50+87=137
58+83=139|50+89=139
58+83=145|56+89=145
58+83=148|59+89=148
58+85=136|50+86=136
58+85=139|50+89=139
58+85=148|59+89=148
58+91=147|50+97=147
58+91=153|56+97=153
58+93=149|50+99=149
58+93=155|56+99=155
58+93=158|59+99=158
58+95=146|50+96=146
58+95=158|59+99=158
59-0=45|53-8=45
59-0=47|55-8=47
59-1=46|53-7=46
59-1=48|55-7=48
59-10=35|53-18=35
59-10=37|55-18=37
59-11=36|53-17=36
59-11=38|55-17=38
59-13=34|53-19=34
59-13=36|55-19=36
59-15=34|53-19=34
59-15=37|53-16=37
59-16=37|55-18=37
59-18=39|58-19=39
59-18=42|58-16=42
59-20=25|53-28=25
59-20=27|55-28=27
59-21=26|53-27=26
59-23=24|53-29=24
59-25=27|53-26=27
59-26=27|55-28=27
59-28=29|58-29=29
59-28=32|58-26=32
59-3=44|53-9=44
59-3=46|55-9=46
59-30=15|53-38=15
59-30=17|55-38=17
59-31=16|53-37=16
59-31=18|55-37=18
59-33=14|53-39=14
59-33=16|55-39=16
59-35=14|53-39=14
59-35=17|53-36=17
59-36=17|55-38=17
59-38=19|58-39=19
59-38=22|58-36=22
59-40=5|53-48=5
59-40=7|55-48=7
59-41=6|53-47=6
59-41=8|55-47=8
59-43=4|53-49=4
59-43=6|55-49=6
59-45=4|53-49=4
59-45=7|53-46=7
59-46=7|55-48=7
59-48=12|58-46=12
59-48=9|58-49=9
59-5=44|53-9=44
59-5=47|53-6=47
59-58=2|58-56=2
59-6=47|55-8=47
59-8=49|58-9=49
59-8=52|58-6=52
59+0=61|53+8=61
59+1=62|55+7=62
59+10=71|53+18=71
59+11=72|55+17=72
59+16=71|53+18=71
59+17=69|58+11=69
59+20=81|53+28=81
59+21=82|55+27=82
59+26=81|53+28=81
59+27=79|58+21=79
59+30=91|53+38=91
59+31=92|55+37=92
59+36=91|53+38=91
59+37=89|58+31=89
59+40=101|53+48=101
59+41=102|55+47=102
59+46=101|53+48=101
59+47=99|58+41=99
59+50=111|53+58=111
59+51=112|55+57=112
59+56=111|53+58=111
59+57=109|58+51=109
59+6=61|53+8=61
59+60=121|53+68=121
59+61=122|55+67=122
59+66=121|53+68=121
59+67=119|58+61=119
59+7=59|58+1=59
59+70=131|53+78=131
59+71=132|55+77=132
59+76=131|53+78=131
59+77=129|58+71=129
59+80=141|53+88=141
59+81=142|55+87=142
59+86=141|53+88=141
59+87=139|58+81=139
59+90=151|53+98=151
59+91=152|55+97=152
59+96=151|53+98=151
59+97=149|58+91=149
6-7=7|8-1=7
6-8=2|8-6=2
6-9=3|8-5=3
6-9=5|8-3=5
6+0=13|5+8=13
6+1=12|5+7=12
6+10=23|5+18=23
6+11=22|5+17=22
6+13=24|5+19=24
6+17=19|8+11=19
6+19=21|8+13=21
6+20=33|5+28=33
6+21=32|5+27=32
6+23=34|5+29=34
6+27=29|8+21=29
6+29=31|8+23=31
6+3=14|5+9=14
6+30=43|5+38=43
6+31=42|5+37=42
6+33=44|5+39=44
6+37=39|8+31=39
6+39=41|8+33=41
6+40=53|5+48=53
6+41=52|5+47=52
6+43=54|5+49=54
6+47=49|8+41=49
6+49=51|8+43=51
6+50=63|5+58=63
6+51=62|5+57=62
6+53=64|5+59=64
6+59=61|8+53=61
6+60=73|5+68=73
6+61=72|5+67=72
6+63=74|5+69=74
6+67=69|8+61=69
6+69=71|8+63=71
6+7=9|8+1=9
6+70=83|5+78=83
6+71=82|5+77=82
6+73=84|5+79=84
6+77=79|8+71=79
6+79=81|8+73=81
6+80=93|5+88=93
6+81=92|5+87=92
6+83=94|5+89=94
6+87=89|8+81=89
6+89=91|8+83=91
6+9=11|8+3=11
6+90=103|5+98=103
6+91=102|5+97=102
6+93=104|5+99=104
6+99=101|8+93=101
60-18=49|68-19=49
60-18=52|68-16=52
60-19=53|68-15=53
60-19=55|68-13=55
60-28=39|68-29=39
60-28=42|68-26=42
60-29=43|68-25=43
60-29=45|68-23=45
60-38=29|68-39=29
60-39=33|68-35=33
60-39=35|68-33=35
60-48=19|68-49=19
60-48=22|68-46=22
60-49=23|68-45=23
60-49=25|68-43=25
60-58=12|68-56=12
60-58=9|68-59=9
60-59=13|68-55=13
60-59=15|68-53=15
60-68=2|68-66=2
60-69=3|68-65=3
60-69=5|68-63=5
60-8=59|68-9=59
60-8=62|68-6=62
60+16=83|68+15=83
60+17=79|68+11=79
60+19=81|68+13=81
60+19=83|68+15=83
60+26=93|68+25=93
60+27=89|68+21=89
60+29=91|68+23=91
60+36=103|68+35=103
60+37=99|68+31=99
60+39=101|68+33=101
60+39=103|68+35=103
60+46=113|68+45=113
60+47=109|68+41=109
60+49=111|68+43=111
60+49=113|68+45=113
60+56=123|68+55=123
60+57=119|68+51=119
60+59=121|68+53=121
60+6=73|68+5=73
60+66=133|68+65=133
60+67=129|68+61=129
60+69=131|68+63=131
60+69=133|68+65=133
60+7=69|68+1=69
60+76=143|68+75=143
60+77=139|68+71=139
60+79=141|68+73=141
60+79=143|68+75=143
60+86=153|68+85=153
60+87=149|68+81=149
60+89=151|68+83=151
60+9=73|68+5=73
60+96=163|68+95=163
60+97=159|68+91=159
60+99=161|68+93=161
61-16=52|67-15=52
61-17=56|67-11=56
61-18=51|67-16=51
61-18=57|67-10=57
61-19=52|67-15=52
61-19=54|67-13=54
61-26=42|67-25=42
61-27=46|67-21=46
61-28=41|67-26=41
61-28=47|67-20=47
61-29=42|67-25=42
61-29=44|67-23=44
61-36=32|67-35=32
61-37=36|67-31=36
61-38=31|67-36=31
61-38=37|67-30=37
61-39=34|67-33=34
61-46=22|67-45=22
61-47=26|67-41=26
61-48=21|67-46=21
61-48=27|67-40=27
61-49=22|67-45=22
61-49=24|67-43=24
61-56=12|67-55=12
61-57=16|67-51=16
61-58=11|67-56=11
61-58=17|67-50=17
61-59=12|67-55=12
61-59=14|67-53=14
61-6=62|67-5=62
61-66=2|67-65=2
61-67=6|67-61=6
61-68=1|67-66=1
61-68=7|67-60=7
61-69=2|67-65=2
61-69=4|67-63=4
61-7=66|67-1=66
61-9=62|67-5=62
61+16=82|67+15=82
61+18=77|67+10=77
61+18=83|67+16=83
61+19=82|67+15=82
61+26=92|67+25=92
61+28=87|67+20=87
61+28=93|67+26=93
61+29=92|67+25=92
61+36=102|67+35=102
61+38=103|67+36=103
61+38=97|67+30=97
61+39=102|67+35=102
61+46=112|67+45=112
61+48=107|67+40=107
61+48=113|67+46=113
61+49=112|67+45=112
61+56=122|67+55=122
61+58=117|67+50=117
61+58=123|67+56=123
61+59=122|67+55=122
61+6=72|67+5=72
61+66=132|67+65=132
61+68=127|67+60=127
61+68=133|67+66=133
61+69=132|67+65=132
61+76=142|67+75=142
61+78=137|67+70=137
61+78=143|67+76=143
61+79=142|67+75=142
61+86=152|67+85=152
61+88=147|67+80=147
61+89=152|67+85=152
61+96=162|67+95=162
61+98=157|67+90=157
61+99=162|67+95=162
63-16=54|69-15=54
63-17=58|69-11=58
63-18=50|69-19=50
63-18=53|69-16=53
63-18=59|69-10=59
63-19=54|69-15=54
63-19=56|69-13=56
63-26=44|69-25=44
63-27=48|69-21=48
63-28=40|69-29=40
63-28=43|69-26=43
63-28=49|69-20=49
63-29=44|69-25=44
63-29=46|69-23=46
63-36=34|69-35=34
63-37=38|69-31=38
63-38=30|69-39=30
63-38=33|69-36=33
63-38=39|69-30=39
63-39=36|69-33=36
63-46=24|69-45=24
63-47=28|69-41=28
63-48=20|69-49=20
63-48=23|69-46=23
63-48=29|69-40=29
63-49=24|69-45=24
63-49=26|69-43=26
63-56=14|69-55=14
63-57=18|69-51=18
63-58=10|69-59=10
63-58=13|69-56=13
63-58=19|69-50=19
63-59=14|69-55=14
63-59=16|69-53=16
63-6=64|69-5=64
63-66=4|69-65=4
63-67=8|69-61=8
63-68=3|69-66=3
63-68=9|69-60=9
63-69=4|69-65=4
63-69=6|69-63=6
63-7=68|69-1=68
63-8=60|69-9=60
63-9=64|69-5=64
63+16=84|69+15=84
63+18=79|69+10=79
63+18=85|69+16=85
63+18=88|69+19=88
63+26=94|69+25=94
63+28=89|69+20=89
63+28=95|69+26=95
63+28=98|69+29=98
63+36=104|69+35=104
63+38=105|69+36=105
63+38=108|69+39=108
63+38=99|69+30=99
63+46=114|69+45=114
63+48=109|69+40=109
63+48=115|69+46=115
63+48=118|69+49=118
63+56=124|69+55=124
63+58=119|69+50=119
63+58=125|69+56=125
63+58=128|69+59=128
63+6=74|69+5=74
63+66=134|69+65=134
63+68=129|69+60=129
63+68=135|69+66=135
63+68=138|69+69=138
63+76=144|69+75=144
63+78=139|69+70=139
63+78=145|69+76=145
63+78=148|69+79=148
63+8=78|69+9=78
63+86=154|69+85=154
63+88=149|69+80=149
63+88=155|69+86=155
63+88=158|69+89=158
63+96=164|69+95=164
63+98=159|69+90=159
63+98=165|69+96=165
63+98=168|69+99=168
65-16=51|66-15=51
65-16=54|69-15=54
65-17=55|66-11=55
65-17=58|69-11=58
65-18=53|69-16=53
65-18=56|66-10=56
65-18=59|69-10=59
65-19=51|66-15=51
65-19=53|66-13=53
65-19=54|69-15=54
65-19=56|69-13=56
65-26=41|66-25=41
65-26=44|69-25=44
65-27=45|66-21=45
65-27=48|69-21=48
65-28=43|69-26=43
65-28=46|66-20=46
65-28=49|69-20=49
65-29=41|66-25=41
65-29=43|66-23=43
65-29=44|69-25=44
65-29=46|69-23=46
65-36=31|66-35=31
65-36=34|69-35=34
65-37=35|66-31=35
65-38=33|69-36=33
65-38=36|66-30=36
65-38=39|69-30=39
65-39=31|66-35=31
65-39=33|66-33=33
65-39=34|69-35=34
65-46=21|66-45=21
65-46=24|69-45=24
65-47=25|66-41=25
65-47=28|69-41=28
65-48=23|69-46=23
65-48=26|66-40=26
65-48=29|69-40=29
65-49=21|66-45=21
65-49=23|66-43=23
65-49=24|69-45=24
65-49=26|69-43=26
65-56=11|66-55=11
65-56=14|69-55=14
65-57=15|66-51=15
65-57=18|69-51=18
65-58=13|69-56=13
65-58=16|66-50=16
65-58=19|69-50=19
65-59=11|66-55=11
65-59=13|66-53=13
65-59=14|69-55=14
65-59=16|69-53=16
65-6=64|69-5=64
65-66=1|66-65=1
65-66=4|69-65=4
65-67=5|66-61=5
65-67=8|69-61=8
65-68=3|69-66=3
65-68=6|66-60=6
65-68=9|69-60=9
65-69=1|66-65=1
65-69=3|66-63=3
65-69=4|69-65=4
65-69=6|69-63=6
65-7=65|66-1=65
65-7=68|69-1=68
65-9=61|66-5=61
65-9=63|66-3=63
65-9=66|69-3=66
65+17=77|66+11=77
65+18=76|66+10=76
65+18=79|69+10=79
65+18=88|69+19=88
65+27=87|66+21=87
65+28=86|66+20=86
65+28=89|69+20=89
65+28=98|69+29=98
65+37=97|66+31=97
65+38=108|69+39=108
65+38=96|66+30=96
65+38=99|69+30=99
65+47=107|66+41=107
65+48=106|66+40=106
65+48=109|69+40=109
65+48=118|69+49=118
65+57=117|66+51=117
65+58=116|66+50=116
65+58=119|69+50=119
65+58=128|69+59=128
65+67=127|66+61=127
65+68=126|66+60=126
65+68=129|69+60=129
65+68=138|69+69=138
65+7=67|66+1=67
65+77=137|66+71=137
65+78=136|66+70=136
65+78=139|69+70=139
65+78=148|69+79=148
65+8=78|69+9=78
65+87=147|66+81=147
65+88=146|66+80=146
65+88=149|69+80=149
65+88=158|69+89=158
65+97=157|66+91=157
65+98=156|66+90=156
65+98=168|69+99=168
66-13=46|65-19=46
66-15=46|65-19=46
66-15=49|65-16=49
66-18=49|68-19=49
66-18=52|68-16=52
66-19=53|68-15=53
66-19=55|68-13=55
66-23=36|65-29=36
66-25=36|65-29=36
66-25=39|65-26=39
66-28=39|68-29=39
66-28=42|68-26=42
66-29=43|68-25=43
66-29=45|68-23=45
66-3=56|65-9=56
66-33=26|65-39=26
66-35=26|65-39=26
66-35=29|65-36=29
66-38=29|68-39=29
66-38=32|68-36=32
66-39=33|68-35=33
66-39=35|68-33=35
66-43=16|65-49=16
66-45=16|65-49=16
66-45=19|65-46=19
66-48=19|68-49=19
66-48=22|68-46=22
66-49=23|68-45=23
66-49=25|68-43=25
66-5=56|65-9=56
66-5=59|65-6=59
66-53=6|65-59=6
66-55=6|65-59=6
66-55=9|65-56=9
66-58=12|68-56=12
66-58=9|68-59=9
66-59=13|68-55=13
66-59=15|68-53=15
66-68=2|68-66=2
66-69=3|68-65=3
66-69=5|68-63=5
66-8=59|68-9=59
66-8=62|68-6=62
66-9=63|68-5=63
66+0=73|65+8=73
66+1=72|65+7=72
66+10=83|65+18=83
66+11=82|65+17=82
66+13=84|65+19=84
66+17=79|68+11=79
66+19=81|68+13=81
66+20=93|65+28=93
66+21=92|65+27=92
66+23=94|65+29=94
66+27=89|68+21=89
66+29=91|68+23=91
66+3=74|65+9=74
66+30=103|65+38=103
66+31=102|65+37=102
66+33=104|65+39=104
66+37=99|68+31=99
66+39=101|68+33=101
66+40=113|65+48=113
66+41=112|65+47=112
66+43=114|65+49=114
66+47=109|68+41=109
66+49=111|68+43=111
66+50=123|65+58=123
66+51=122|65+57=122
66+53=124|65+59=124
66+57=119|68+51=119
66+59=121|68+53=121
66+60=133|65+68=133
66+61=132|65+67=132
66+63=134|65+69=134
66+67=129|68+61=129
66+69=131|68+63=131
66+7=69|68+1=69
66+70=143|65+78=143
66+71=142|65+77=142
66+73=144|65+79=144
66+77=139|68+71=139
66+79=141|68+73=141
66+80=153|65+88=153
66+81=152|65+87=152
66+83=154|65+89=154
66+87=149|68+81=149
66+89=151|68+83=151
66+9=71|68+3=71
66+90=163|65+98=163
66+91=162|65+97=162
66+93=164|65+99=164
66+99=161|68+93=161
67-0=53|61-8=53
67-1=54|61-7=54
67-10=43|61-18=43
67-11=44|61-17=44
67-13=42|61-19=42
67-15=42|61-19=42
67-16=43|61-18=43
67-19=43|61-18=43
67-20=33|61-28=33
67-21=34|61-27=34
67-23=32|61-29=32
67-26=33|61-28=33
67-29=33|61-28=33
67-3=52|61-9=52
67-30=23|61-38=23
67-31=24|61-37=24
67-33=22|61-39=22
67-36=23|61-38=23
67-39=23|61-38=23
67-40=13|61-48=13
67-41=14|61-47=14
67-43=12|61-49=12
67-45=12|61-49=12
67-46=13|61-48=13
67-49=13|61-48=13
67-5=52|61-9=52
67-50=3|61-58=3
67-51=4|61-57=4
67-53=2|61-59=2
67-55=2|61-59=2
67-56=3|61-58=3
67-59=3|61-58=3
67-6=53|61-8=53
67-9=53|61-8=53
67+0=69|61+8=69
67+10=79|61+18=79
67+15=77|61+16=77
67+16=79|61+18=79
67+19=79|61+18=79
67+20=89|61+28=89
67+25=87|61+26=87
67+26=89|61+28=89
67+29=89|61+28=89
67+30=99|61+38=99
67+35=97|61+36=97
67+36=99|61+38=99
67+39=99|61+38=99
67+40=109|61+48=109
67+45=107|61+46=107
67+46=109|61+48=109
67+49=109|61+48=109
67+5=67|61+6=67
67+50=119|61+58=119
67+55=117|61+56=117
67+56=119|61+58=119
67+59=119|61+58=119
67+6=69|61+8=69
67+60=129|61+68=129
67+65=127|61+66=127
67+66=129|61+68=129
67+69=129|61+68=129
67+70=139|61+78=139
67+75=137|61+76=137
67+76=139|61+78=139
67+79=139|61+78=139
67+80=149|61+88=149
67+85=147|61+86=147
67+86=149|61+88=149
67+89=149|61+88=149
67+9=69|61+8=69
67+90=159|61+98=159
67+95=157|61+96=157
67+99=159|61+98=159
